"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","Electricity - Consumption by construction","2004","Kilowatt-hours, million","1804",""
"United Kingdom","Electricity - Consumption by construction","2003","Kilowatt-hours, million","1701",""
"United Kingdom","Electricity - Consumption by construction","2002","Kilowatt-hours, million","1700",""
"United Kingdom","Electricity - Consumption by construction","2001","Kilowatt-hours, million","1698",""
"United Kingdom","Electricity - Consumption by construction","2000","Kilowatt-hours, million","1586",""
"United Kingdom","Electricity - Consumption by construction","1999","Kilowatt-hours, million","1528",""
"United Kingdom","Electricity - Consumption by construction","1998","Kilowatt-hours, million","1534",""
"United Kingdom","Electricity - Consumption by construction","1997","Kilowatt-hours, million","1547",""
"United Kingdom","Electricity - Consumption by construction","1996","Kilowatt-hours, million","1809",""
"United Kingdom","Electricity - Consumption by construction","1995","Kilowatt-hours, million","1800",""
"United Kingdom","Electricity - Consumption by construction","1994","Kilowatt-hours, million","1559",""
"United Kingdom","Electricity - Consumption by construction","1993","Kilowatt-hours, million","1638",""
"United Kingdom","Electricity - Consumption by construction","1992","Kilowatt-hours, million","1739",""
"United Kingdom","Electricity - Consumption by construction","1991","Kilowatt-hours, million","1463",""
"United Kingdom","Electricity - Consumption by construction","1990","Kilowatt-hours, million","1279",""
"United Kingdom","Electricity - Consumption by textile and leather","2021","Kilowatt-hours, million","2511.19",""
"United Kingdom","Electricity - Consumption by textile and leather","2020","Kilowatt-hours, million","2387.273",""
"United Kingdom","Electricity - Consumption by textile and leather","2019","Kilowatt-hours, million","2664.569",""
"United Kingdom","Electricity - Consumption by textile and leather","2018","Kilowatt-hours, million","2720.791",""
"United Kingdom","Electricity - Consumption by textile and leather","2017","Kilowatt-hours, million","2718.35",""
"United Kingdom","Electricity - Consumption by textile and leather","2016","Kilowatt-hours, million","2694",""
"United Kingdom","Electricity - Consumption by textile and leather","2015","Kilowatt-hours, million","2692",""
"United Kingdom","Electricity - Consumption by textile and leather","2014","Kilowatt-hours, million","2721",""
"United Kingdom","Electricity - Consumption by textile and leather","2013","Kilowatt-hours, million","2894",""
"United Kingdom","Electricity - Consumption by textile and leather","2012","Kilowatt-hours, million","2910",""
"United Kingdom","Electricity - Consumption by textile and leather","2011","Kilowatt-hours, million","2992",""
"United Kingdom","Electricity - Consumption by textile and leather","2010","Kilowatt-hours, million","3050",""
"United Kingdom","Electricity - Consumption by textile and leather","2009","Kilowatt-hours, million","3013",""
"United Kingdom","Electricity - Consumption by textile and leather","2008","Kilowatt-hours, million","3395",""
"United Kingdom","Electricity - Consumption by textile and leather","2007","Kilowatt-hours, million","3349",""
"United Kingdom","Electricity - Consumption by textile and leather","2006","Kilowatt-hours, million","3360",""
"United Kingdom","Electricity - Consumption by textile and leather","2005","Kilowatt-hours, million","3393",""
"United Kingdom","Electricity - Consumption by textile and leather","2004","Kilowatt-hours, million","3333",""
"United Kingdom","Electricity - Consumption by textile and leather","2003","Kilowatt-hours, million","3403",""
"United Kingdom","Electricity - Consumption by textile and leather","2002","Kilowatt-hours, million","3463",""
"United Kingdom","Electricity - Consumption by textile and leather","2001","Kilowatt-hours, million","3303",""
"United Kingdom","Electricity - Consumption by textile and leather","2000","Kilowatt-hours, million","3599",""
"United Kingdom","Electricity - Consumption by textile and leather","1999","Kilowatt-hours, million","3751",""
"United Kingdom","Electricity - Consumption by textile and leather","1998","Kilowatt-hours, million","3666",""
"United Kingdom","Electricity - Consumption by textile and leather","1997","Kilowatt-hours, million","3735",""
"United Kingdom","Electricity - Consumption by textile and leather","1996","Kilowatt-hours, million","3151",""
"United Kingdom","Electricity - Consumption by textile and leather","1995","Kilowatt-hours, million","3325",""
"United Kingdom","Electricity - Consumption by textile and leather","1994","Kilowatt-hours, million","3747",""
"United Kingdom","Electricity - Consumption by textile and leather","1993","Kilowatt-hours, million","3076",""
"United Kingdom","Electricity - Consumption by textile and leather","1992","Kilowatt-hours, million","2642",""
"United Kingdom","Electricity - Consumption by textile and leather","1991","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by textile and leather","1990","Kilowatt-hours, million","3032",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2021","Kilowatt-hours, million","19549.337",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2020","Kilowatt-hours, million","19015.09",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2019","Kilowatt-hours, million","21520.012",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2018","Kilowatt-hours, million","20509.196",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2017","Kilowatt-hours, million","19015.709",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2016","Kilowatt-hours, million","20023",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2015","Kilowatt-hours, million","18798",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2014","Kilowatt-hours, million","18824",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2013","Kilowatt-hours, million","19885",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2012","Kilowatt-hours, million","19770",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2011","Kilowatt-hours, million","20180",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2010","Kilowatt-hours, million","20332",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2009","Kilowatt-hours, million","19388",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2008","Kilowatt-hours, million","21729",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2007","Kilowatt-hours, million","21028",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2006","Kilowatt-hours, million","21449",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2005","Kilowatt-hours, million","21495",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2004","Kilowatt-hours, million","20166",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2003","Kilowatt-hours, million","20186",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2002","Kilowatt-hours, million","21599",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2001","Kilowatt-hours, million","22213",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","2000","Kilowatt-hours, million","19514",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1999","Kilowatt-hours, million","17125",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1998","Kilowatt-hours, million","16012",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1997","Kilowatt-hours, million","15936",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1996","Kilowatt-hours, million","15784",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1995","Kilowatt-hours, million","14360",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1994","Kilowatt-hours, million","13335",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1993","Kilowatt-hours, million","13008",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1992","Kilowatt-hours, million","13209",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1991","Kilowatt-hours, million","16053",""
"United Kingdom","Electricity - Consumption not elsewhere specified (industry)","1990","Kilowatt-hours, million","15026",""
"United Kingdom","Electricity - Consumption by transport","2021","Kilowatt-hours, million","5524.113",""
"United Kingdom","Electricity - Consumption by transport","2020","Kilowatt-hours, million","5351.802",""
"United Kingdom","Electricity - Consumption by transport","2019","Kilowatt-hours, million","5556.641",""
"United Kingdom","Electricity - Consumption by transport","2018","Kilowatt-hours, million","5224.66",""
"United Kingdom","Electricity - Consumption by transport","2017","Kilowatt-hours, million","5017.26",""
"United Kingdom","Electricity - Consumption by transport","2016","Kilowatt-hours, million","4823",""
"United Kingdom","Electricity - Consumption by transport","2015","Kilowatt-hours, million","4614",""
"United Kingdom","Electricity - Consumption by transport","2014","Kilowatt-hours, million","4572",""
"United Kingdom","Electricity - Consumption by transport","2013","Kilowatt-hours, million","4385",""
"United Kingdom","Electricity - Consumption by transport","2012","Kilowatt-hours, million","4506",""
"United Kingdom","Electricity - Consumption by transport","2011","Kilowatt-hours, million","4226",""
"United Kingdom","Electricity - Consumption by transport","2010","Kilowatt-hours, million","4085",""
"United Kingdom","Electricity - Consumption by transport","2009","Kilowatt-hours, million","4040",""
"United Kingdom","Electricity - Consumption by transport","2008","Kilowatt-hours, million","3943",""
"United Kingdom","Electricity - Consumption by transport","2007","Kilowatt-hours, million","3961",""
"United Kingdom","Electricity - Consumption by transport","2006","Kilowatt-hours, million","4002",""
"United Kingdom","Electricity - Consumption by transport","2005","Kilowatt-hours, million","4059",""
"United Kingdom","Electricity - Consumption by transport","2004","Kilowatt-hours, million","4058",""
"United Kingdom","Electricity - Consumption by transport","2003","Kilowatt-hours, million","8212",""
"United Kingdom","Electricity - Consumption by transport","2002","Kilowatt-hours, million","8454",""
"United Kingdom","Electricity - Consumption by transport","2001","Kilowatt-hours, million","8828",""
"United Kingdom","Electricity - Consumption by transport","2000","Kilowatt-hours, million","8623",""
"United Kingdom","Electricity - Consumption by transport","1999","Kilowatt-hours, million","8579",""
"United Kingdom","Electricity - Consumption by transport","1998","Kilowatt-hours, million","8511",""
"United Kingdom","Electricity - Consumption by transport","1997","Kilowatt-hours, million","8480",""
"United Kingdom","Electricity - Consumption by transport","1996","Kilowatt-hours, million","8253",""
"United Kingdom","Electricity - Consumption by transport","1995","Kilowatt-hours, million","8125",""
"United Kingdom","Electricity - Consumption by transport","1994","Kilowatt-hours, million","6970",""
"United Kingdom","Electricity - Consumption by transport","1993","Kilowatt-hours, million","7451",""
"United Kingdom","Electricity - Consumption by transport","1992","Kilowatt-hours, million","5361",""
"United Kingdom","Electricity - Consumption by transport","1991","Kilowatt-hours, million","5274",""
"United Kingdom","Electricity - Consumption by transport","1990","Kilowatt-hours, million","5283",""
"United Kingdom","Electricity - Consumption by road","2021","Kilowatt-hours, million","855.353",""
"United Kingdom","Electricity - Consumption by road","2020","Kilowatt-hours, million","509.62",""
"United Kingdom","Electricity - Consumption by road","2019","Kilowatt-hours, million","266.741",""
"United Kingdom","Electricity - Consumption by road","2018","Kilowatt-hours, million","241.11",""
"United Kingdom","Electricity - Consumption by road","2017","Kilowatt-hours, million","183.99",""
"United Kingdom","Electricity - Consumption by road","2016","Kilowatt-hours, million","133",""
"United Kingdom","Electricity - Consumption by road","2015","Kilowatt-hours, million","97",""
"United Kingdom","Electricity - Consumption by road","2014","Kilowatt-hours, million","68",""
"United Kingdom","Electricity - Consumption by road","2013","Kilowatt-hours, million","33",""
"United Kingdom","Electricity - Consumption by road","2012","Kilowatt-hours, million","26",""
"United Kingdom","Electricity - Consumption by road","2011","Kilowatt-hours, million","21",""
"United Kingdom","Electricity - Consumption by road","2010","Kilowatt-hours, million","18",""
"United Kingdom","Electricity - Consumption by road","2009","Kilowatt-hours, million","18",""
"United Kingdom","Electricity - Consumption by road","2008","Kilowatt-hours, million","18",""
"United Kingdom","Electricity - Consumption by road","2007","Kilowatt-hours, million","18",""
"United Kingdom","Electricity - Consumption by road","2006","Kilowatt-hours, million","19",""
"United Kingdom","Electricity - Consumption by road","2005","Kilowatt-hours, million","19",""
"United Kingdom","Electricity - Consumption by road","2004","Kilowatt-hours, million","19",""
"United Kingdom","Electricity - Consumption by rail","2021","Kilowatt-hours, million","4668.76",""
"United Kingdom","Electricity - Consumption by rail","2020","Kilowatt-hours, million","4842.182",""
"United Kingdom","Electricity - Consumption by rail","2019","Kilowatt-hours, million","5289.9",""
"United Kingdom","Electricity - Consumption by rail","2018","Kilowatt-hours, million","4983.55",""
"United Kingdom","Electricity - Consumption by rail","2017","Kilowatt-hours, million","4833.27",""
"United Kingdom","Electricity - Consumption by rail","2016","Kilowatt-hours, million","4690",""
"United Kingdom","Electricity - Consumption by rail","2015","Kilowatt-hours, million","4517",""
"United Kingdom","Electricity - Consumption by rail","2014","Kilowatt-hours, million","4504",""
"United Kingdom","Electricity - Consumption by rail","2013","Kilowatt-hours, million","4352",""
"United Kingdom","Electricity - Consumption by rail","2012","Kilowatt-hours, million","4480",""
"United Kingdom","Electricity - Consumption by rail","2011","Kilowatt-hours, million","4205",""
"United Kingdom","Electricity - Consumption by rail","2010","Kilowatt-hours, million","4067",""
"United Kingdom","Electricity - Consumption by rail","2009","Kilowatt-hours, million","4022",""
"United Kingdom","Electricity - Consumption by rail","2008","Kilowatt-hours, million","3925",""
"United Kingdom","Electricity - Consumption by rail","2007","Kilowatt-hours, million","3943",""
"United Kingdom","Electricity - Consumption by rail","2006","Kilowatt-hours, million","3983",""
"United Kingdom","Electricity - Consumption by rail","2005","Kilowatt-hours, million","4040",""
"United Kingdom","Electricity - Consumption by rail","2004","Kilowatt-hours, million","4039",""
"United Kingdom","Electricity - Consumption by rail","2003","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","2002","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","2001","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","2000","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1999","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1998","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1997","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1996","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1995","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1994","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1993","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1992","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1991","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption by rail","1990","Kilowatt-hours, million","2700",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","2003","Kilowatt-hours, million","5512",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","2002","Kilowatt-hours, million","5754",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","2001","Kilowatt-hours, million","6128",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","2000","Kilowatt-hours, million","5923",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1999","Kilowatt-hours, million","5879",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1998","Kilowatt-hours, million","5811",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1997","Kilowatt-hours, million","5780",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1996","Kilowatt-hours, million","5553",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1995","Kilowatt-hours, million","5425",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1994","Kilowatt-hours, million","4270",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1993","Kilowatt-hours, million","4751",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1992","Kilowatt-hours, million","2661",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1991","Kilowatt-hours, million","2574",""
"United Kingdom","Electricity - Consumption not elsewhere specified (transport)","1990","Kilowatt-hours, million","2583",""
"United Kingdom","Electricity - Consumption by other","2022","Kilowatt-hours, million","187053.7",""
"United Kingdom","Electricity - Consumption by other","2021","Kilowatt-hours, million","195203.517",""
"United Kingdom","Electricity - Consumption by other","2020","Kilowatt-hours, million","191351.482",""
"United Kingdom","Electricity - Consumption by other","2019","Kilowatt-hours, million","197993.332",""
"United Kingdom","Electricity - Consumption by other","2018","Kilowatt-hours, million","201589.419",""
"United Kingdom","Electricity - Consumption by other","2017","Kilowatt-hours, million","202507.612",""
"United Kingdom","Electricity - Consumption by other","2016","Kilowatt-hours, million","206026",""
"United Kingdom","Electricity - Consumption by other","2015","Kilowatt-hours, million","206025",""
"United Kingdom","Electricity - Consumption by other","2014","Kilowatt-hours, million","205276",""
"United Kingdom","Electricity - Consumption by other","2013","Kilowatt-hours, million","214939",""
"United Kingdom","Electricity - Consumption by other","2012","Kilowatt-hours, million","215336",""
"United Kingdom","Electricity - Consumption by other","2011","Kilowatt-hours, million","211252",""
"United Kingdom","Electricity - Consumption by other","2010","Kilowatt-hours, million","220232",""
"United Kingdom","Electricity - Consumption by other","2009","Kilowatt-hours, million","217970",""
"United Kingdom","Electricity - Consumption by other","2008","Kilowatt-hours, million","224297",""
"United Kingdom","Electricity - Consumption by other","2007","Kilowatt-hours, million","224895",""
"United Kingdom","Electricity - Consumption by other","2006","Kilowatt-hours, million","226331",""
"United Kingdom","Electricity - Consumption by other","2005","Kilowatt-hours, million","228591",""
"United Kingdom","Electricity - Consumption by other","2004","Kilowatt-hours, million","223422",""
"United Kingdom","Electricity - Consumption by other","2003","Kilowatt-hours, million","218728",""
"United Kingdom","Electricity - Consumption by other","2002","Kilowatt-hours, million","212299",""
"United Kingdom","Electricity - Consumption by other","2001","Kilowatt-hours, million","212557",""
"United Kingdom","Electricity - Consumption by other","2000","Kilowatt-hours, million","206685",""
"United Kingdom","Electricity - Consumption by other","1999","Kilowatt-hours, million","203187",""
"United Kingdom","Electricity - Consumption by other","1998","Kilowatt-hours, million","199990",""
"United Kingdom","Electricity - Consumption by other","1997","Kilowatt-hours, million","195859",""
"United Kingdom","Electricity - Consumption by other","1996","Kilowatt-hours, million","194683",""
"United Kingdom","Electricity - Consumption by other","1995","Kilowatt-hours, million","185941",""
"United Kingdom","Electricity - Consumption by other","1994","Kilowatt-hours, million","182227",""
"United Kingdom","Electricity - Consumption by other","1993","Kilowatt-hours, million","181838",""
"United Kingdom","Electricity - Consumption by other","1992","Kilowatt-hours, million","180832",""
"United Kingdom","Electricity - Consumption by other","1991","Kilowatt-hours, million","176204",""
"United Kingdom","Electricity - Consumption by other","1990","Kilowatt-hours, million","168507",""
"United Kingdom","Electricity - Consumption by households","2022","Kilowatt-hours, million","102120.8",""
"United Kingdom","Electricity - Consumption by households","2021","Kilowatt-hours, million","109450.345",""
"United Kingdom","Electricity - Consumption by households","2020","Kilowatt-hours, million","107968.681",""
"United Kingdom","Electricity - Consumption by households","2019","Kilowatt-hours, million","103719.582",""
"United Kingdom","Electricity - Consumption by households","2018","Kilowatt-hours, million","105064.547",""
"United Kingdom","Electricity - Consumption by households","2017","Kilowatt-hours, million","105367.901",""
"United Kingdom","Electricity - Consumption by households","2016","Kilowatt-hours, million","108025",""
"United Kingdom","Electricity - Consumption by households","2015","Kilowatt-hours, million","107764",""
"United Kingdom","Electricity - Consumption by households","2014","Kilowatt-hours, million","108076",""
"United Kingdom","Electricity - Consumption by households","2013","Kilowatt-hours, million","113412",""
"United Kingdom","Electricity - Consumption by households","2012","Kilowatt-hours, million","114663",""
"United Kingdom","Electricity - Consumption by households","2011","Kilowatt-hours, million","111586",""
"United Kingdom","Electricity - Consumption by households","2010","Kilowatt-hours, million","118832",""
"United Kingdom","Electricity - Consumption by households","2009","Kilowatt-hours, million","118541",""
"United Kingdom","Electricity - Consumption by households","2008","Kilowatt-hours, million","119800",""
"United Kingdom","Electricity - Consumption by households","2007","Kilowatt-hours, million","123076",""
"United Kingdom","Electricity - Consumption by households","2006","Kilowatt-hours, million","124704",""
"United Kingdom","Electricity - Consumption by households","2005","Kilowatt-hours, million","125711",""
"United Kingdom","Electricity - Consumption by households","2004","Kilowatt-hours, million","124200",""
"United Kingdom","Electricity - Consumption by households","2003","Kilowatt-hours, million","123001",""
"United Kingdom","Electricity - Consumption by households","2002","Kilowatt-hours, million","114534",""
"United Kingdom","Electricity - Consumption by households","2001","Kilowatt-hours, million","115337",""
"United Kingdom","Electricity - Consumption by households","2000","Kilowatt-hours, million","111842",""
"United Kingdom","Electricity - Consumption by households","1999","Kilowatt-hours, million","110308",""
"United Kingdom","Electricity - Consumption by households","1998","Kilowatt-hours, million","109410",""
"United Kingdom","Electricity - Consumption by households","1997","Kilowatt-hours, million","104455",""
"United Kingdom","Electricity - Consumption by households","1996","Kilowatt-hours, million","107513",""
"United Kingdom","Electricity - Consumption by households","1995","Kilowatt-hours, million","102210",""
"United Kingdom","Electricity - Consumption by households","1994","Kilowatt-hours, million","101407",""
"United Kingdom","Electricity - Consumption by households","1993","Kilowatt-hours, million","100456",""
"United Kingdom","Electricity - Consumption by households","1992","Kilowatt-hours, million","99482",""
"United Kingdom","Electricity - Consumption by households","1991","Kilowatt-hours, million","98098",""
"United Kingdom","Electricity - Consumption by households","1990","Kilowatt-hours, million","93793",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2021","Kilowatt-hours, million","3883.032",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2020","Kilowatt-hours, million","4025.921",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2019","Kilowatt-hours, million","4205.081",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2018","Kilowatt-hours, million","4315.916",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2017","Kilowatt-hours, million","4347.589",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2016","Kilowatt-hours, million","4309",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2015","Kilowatt-hours, million","4117",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2014","Kilowatt-hours, million","3844",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2013","Kilowatt-hours, million","3875",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2012","Kilowatt-hours, million","3871",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2011","Kilowatt-hours, million","3948",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2010","Kilowatt-hours, million","4028",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2009","Kilowatt-hours, million","3801",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2008","Kilowatt-hours, million","4067",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2007","Kilowatt-hours, million","4055",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2006","Kilowatt-hours, million","4009",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2005","Kilowatt-hours, million","4002",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2004","Kilowatt-hours, million","4044",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2003","Kilowatt-hours, million","4005",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2002","Kilowatt-hours, million","4145",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2001","Kilowatt-hours, million","4100",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","2000","Kilowatt-hours, million","4358",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1999","Kilowatt-hours, million","4180",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1998","Kilowatt-hours, million","4051",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1997","Kilowatt-hours, million","3810",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1996","Kilowatt-hours, million","3826",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1995","Kilowatt-hours, million","3792",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1994","Kilowatt-hours, million","3831",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1993","Kilowatt-hours, million","3913",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1992","Kilowatt-hours, million","3846",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1991","Kilowatt-hours, million","3938",""
"United Kingdom","Electricity - Consumption in agriculture, forestry and fishing","1990","Kilowatt-hours, million","3844",""
"United Kingdom","of which: fishing","2021","Kilowatt-hours, million","970.758",""
"United Kingdom","of which: fishing","2020","Kilowatt-hours, million","1006.48",""
"United Kingdom","of which: fishing","2019","Kilowatt-hours, million","1051.27",""
"United Kingdom","of which: fishing","2018","Kilowatt-hours, million","1078.979",""
"United Kingdom","of which: fishing","2017","Kilowatt-hours, million","1086.897",""
"United Kingdom","of which: fishing","2016","Kilowatt-hours, million","1077",""
"United Kingdom","of which: fishing","2015","Kilowatt-hours, million","1029",""
"United Kingdom","of which: fishing","2014","Kilowatt-hours, million","961",""
"United Kingdom","of which: fishing","2013","Kilowatt-hours, million","969",""
"United Kingdom","of which: fishing","2012","Kilowatt-hours, million","968",""
"United Kingdom","of which: fishing","2011","Kilowatt-hours, million","987",""
"United Kingdom","of which: fishing","2010","Kilowatt-hours, million","1007",""
"United Kingdom","Electricity - Consumption not elsewhere specified (other)","2022","Kilowatt-hours, million","4309.9",""
"United Kingdom","Electricity - Consumption not elsewhere specified (other)","2008","Kilowatt-hours, million","569",""
"United Kingdom","Electricity - Consumption by commercial and public services","2022","Kilowatt-hours, million","80623",""
"United Kingdom","Electricity - Consumption by commercial and public services","2021","Kilowatt-hours, million","81870.14",""
"United Kingdom","Electricity - Consumption by commercial and public services","2020","Kilowatt-hours, million","79356.88",""
"United Kingdom","Electricity - Consumption by commercial and public services","2019","Kilowatt-hours, million","90068.669",""
"United Kingdom","Electricity - Consumption by commercial and public services","2018","Kilowatt-hours, million","92208.956",""
"United Kingdom","Electricity - Consumption by commercial and public services","2017","Kilowatt-hours, million","92792.122",""
"United Kingdom","Electricity - Consumption by commercial and public services","2016","Kilowatt-hours, million","93692",""
"United Kingdom","Electricity - Consumption by commercial and public services","2015","Kilowatt-hours, million","94144",""
"United Kingdom","Electricity - Consumption by commercial and public services","2014","Kilowatt-hours, million","93356",""
"United Kingdom","Electricity - Consumption by commercial and public services","2013","Kilowatt-hours, million","97652",""
"United Kingdom","Electricity - Consumption by commercial and public services","2012","Kilowatt-hours, million","96802",""
"United Kingdom","Electricity - Consumption by commercial and public services","2011","Kilowatt-hours, million","95718",""
"United Kingdom","Electricity - Consumption by commercial and public services","2010","Kilowatt-hours, million","97372",""
"United Kingdom","Electricity - Consumption by commercial and public services","2009","Kilowatt-hours, million","95628",""
"United Kingdom","Electricity - Consumption by commercial and public services","2008","Kilowatt-hours, million","99861",""
"United Kingdom","Electricity - Consumption by commercial and public services","2007","Kilowatt-hours, million","97764",""
"United Kingdom","Electricity - Consumption by commercial and public services","2006","Kilowatt-hours, million","97618",""
"United Kingdom","Electricity - Consumption by commercial and public services","2005","Kilowatt-hours, million","98878",""
"United Kingdom","Electricity - Consumption by commercial and public services","2004","Kilowatt-hours, million","95178",""
"United Kingdom","Electricity - Consumption by commercial and public services","2003","Kilowatt-hours, million","91722",""
"United Kingdom","Electricity - Consumption by commercial and public services","2002","Kilowatt-hours, million","93620",""
"United Kingdom","Electricity - Consumption by commercial and public services","2001","Kilowatt-hours, million","93120",""
"United Kingdom","Electricity - Consumption by commercial and public services","2000","Kilowatt-hours, million","90485",""
"United Kingdom","Electricity - Consumption by commercial and public services","1999","Kilowatt-hours, million","88699",""
"United Kingdom","Electricity - Consumption by commercial and public services","1998","Kilowatt-hours, million","86529",""
"United Kingdom","Electricity - Consumption by commercial and public services","1997","Kilowatt-hours, million","87594",""
"United Kingdom","Electricity - Consumption by commercial and public services","1996","Kilowatt-hours, million","83344",""
"United Kingdom","Electricity - Consumption by commercial and public services","1995","Kilowatt-hours, million","79939",""
"United Kingdom","Electricity - Consumption by commercial and public services","1994","Kilowatt-hours, million","76989",""
"United Kingdom","Electricity - Consumption by commercial and public services","1993","Kilowatt-hours, million","77469",""
"United Kingdom","Electricity - Consumption by commercial and public services","1992","Kilowatt-hours, million","77504",""
